cache_size_kb,energy_joules
2,0.14805759259799997
4,0.14805759259799997
8,0.14805759259799997
16,0.14805759259799997
32,0.14805759259799997
64,0.14805759259799997
128,0.14805759259799997
256,0.14805759259799997
